city,date,AQI,PM2.5,PM10,SO2,NO2,CO,O3,O3_8h,quality_level
常州,2026-04-04,81,31,75,7,23,0.6,137,137,良
许昌,2026-04-04,80,21,91,6,17,0.3,94,94,良
常州,2026-04-05,93,37,109,9,20,0.7,145,145,良
许昌,2026-04-05,106,37,134,7,16,0.4,99,99,轻度污染
常州,2026-04-06,95,45,113,10,24,0.8,122,122,良
许昌,2026-04-06,102,37,124,8,21,0.4,110,110,轻度污染
常州,2026-04-07,60,12,47,8,23,0.6,112,112,良
许昌,2026-04-07,75,36,84,8,19,0.5,119,119,良
常州,2026-04-08,72,11,48,7,22,0.5,126,126,良
许昌,2026-04-08,37,25,34,6,20,0.4,73,73,优
常州,2026-04-09,45,14,33,7,16,0.6,90,90,优
许昌,2026-04-09,50,30,29,6,16,0.6,99,99,优
常州,2026-04-10,97,37,69,7,23,0.8,156,156,良
许昌,2026-04-10,69,44,66,6,18,0.6,122,122,良
常州,2026-04-11,66,36,72,7,29,0.8,88,88,良
许昌,2026-04-11,73,38,72,6,21,0.6,127,127,良
常州,2026-04-12,46,8,25,,17,0.5,91,91,优
许昌,2026-04-12,69,44,59,6,18,0.6,122,122,良
常州,2026-04-13,49,25,49,,24,0.7,71,71,优
许昌,2026-04-13,47,25,31,6,13,0.4,94,94,优
常州,2026-04-14,57,32,59,6,27,0.8,77,77,良
许昌,2026-04-14,54,28,37,6,20,0.4,104,104,良
常州,2026-04-15,94,27,55,8,32,0.8,152,152,良
许昌,2026-04-15,65,33,44,6,22,0.5,118,118,良
常州,2026-04-16,49,23,49,,24,0.6,90,90,优
许昌,2026-04-16,84,52,58,6,22,0.6,111,111,良
常州,2026-04-17,74,46,83,,28,0.7,120,120,良
许昌,2026-04-17,90,44,79,8,24,0.6,148,148,良
常州,2026-04-18,64,26,56,,32,0.8,116,116,良
许昌,2026-04-18,78,41,78,6,23,0.6,133,133,良
常州,2026-04-19,75,21,46,8,28,0.6,129,129,良
许昌,2026-04-19,92,38,108,6,16,0.5,135,135,良
常州,2026-04-20,50,19,50,6,21,0.6,89,89,优
许昌,2026-04-20,103,40,126,5,14,0.3,97,97,轻度污染
常州,2026-04-21,80,17,91,,24,0.5,78,78,良
许昌,2026-04-21,51,18,51,5,20,0.4,87,87,良
常州,2026-04-22,39,9,24,5,21,0.5,78,78,优
许昌,2026-04-22,45,23,29,6,17,0.4,90,90,优
常州,2026-04-23,50,10,30,,19,0.4,100,100,优
许昌,2026-04-23,60,22,31,4,20,0.3,112,112,良
常州,2026-04-24,95,29,62,8,36,0.5,153,153,良
许昌,2026-04-24,54,19,32,4,14,0.3,104,104,良
常州,2026-04-25,100,28,60,8,34,0.6,159,159,良
许昌,2026-04-25,71,25,41,6,18,0.4,125,125,良
常州,2026-04-26,115,27,58,8,26,0.6,176,176,轻度污染
许昌,2026-04-26,71,34,52,6,12,0.5,125,125,良
常州,2026-04-27,106,39,80,10,27,0.7,166,166,轻度污染
许昌,2026-04-27,88,53,103,7,14,0.6,144,144,良
常州,2026-04-28,54,20,46,7,21,0.6,104,104,良
许昌,2026-04-28,75,24,85,8,17,0.4,105,105,良
常州,2026-04-29,40,18,33,7,25,0.6,80,80,优
许昌,2026-04-29,73,24,48,7,18,0.3,127,127,良
常州,2026-04-30,82,29,50,8,22,0.6,138,138,良
许昌,2026-04-30,71,28,55,7,14,0.4,125,125,良
常州,2026-05-01,94,20,39,9,25,0.6,152,152,良
许昌,2026-05-01,69,25,46,7,14,0.4,122,122,良
常州,2026-05-02,60,28,48,8,20,0.6,112,112,良
许昌,2026-05-02,48,22,30,6,10,0.4,96,96,优
常州,2026-05-03,62,19,38,7,13,0.5,114,114,良
许昌,2026-05-03,56,11,39,6,13,0.2,107,107,良
常州,2026-05-04,76,11,32,10,21,0.5,131,131,良
许昌,2026-05-04,78,22,51,7,18,0.3,133,133,良
常州,2026-05-05,90,22,51,10,22,0.6,148,148,良
许昌,2026-05-05,75,21,49,7,14,0.4,130,130,良
常州,2026-05-06,104,17,40,9,16,0.6,164,164,轻度污染
许昌,2026-05-06,68,25,59,6,11,0.3,121,121,良
常州,2026-05-07,85,25,53,9,16,0.6,142,142,良
许昌,2026-05-07,70,19,77,6,13,0.3,120,120,良
常州,2026-05-08,79,14,34,8,16,0.5,134,134,良
许昌,2026-05-08,71,19,52,6,19,0.2,125,125,良
常州,2026-05-09,94,9,32,8,19,0.4,152,152,良
许昌,2026-05-09,71,22,55,6,13,0.4,125,125,良
常州,2026-05-10,110,16,38,8,19,0.6,171,171,轻度污染
许昌,2026-05-10,79,28,50,7,11,0.4,134,134,良
常州,2026-05-11,100,22,50,10,20,0.6,160,160,良
许昌,2026-05-11,100,41,65,7,11,0.5,159,159,良
常州,2026-05-12,130,32,64,9,23,0.8,193,193,轻度污染
许昌,2026-05-12,83,46,68,7,13,0.6,139,139,良
常州,2026-05-13,143,39,74,10,28,1,207,207,轻度污染
许昌,2026-05-13,78,49,66,7,14,0.6,115,115,良
常州,2026-05-14,61,16,38,6,19,0.6,113,113,良
许昌,2026-05-14,59,32,49,6,14,0.5,110,110,良
常州,2026-05-15,99,14,40,6,16,0.5,158,158,良
许昌,2026-05-15,59,27,41,4,10,0.4,110,110,良
常州,2026-05-16,75,8,34,6,11,0.5,130,130,良
许昌,2026-05-16,51,29,43,5,11,0.4,101,101,良
常州,2026-05-17,77,9,34,6,8,0.5,132,132,良
许昌,2026-05-17,35,23,30,5,10,0.4,70,70,优
常州,2026-05-18,100,14,40,7,13,0.5,160,160,良
许昌,2026-05-18,49,10,13,4,9,0.4,98,98,优
常州,2026-05-19,70,31,50,6,18,0.7,123,123,良
许昌,2026-05-19,44,19,29,5,10,0.5,87,87,优
常州,2026-05-20,29,20,28,6,16,0.8,56,56,优
许昌,2026-05-20,53,18,20,4,7,0.4,103,103,良
常州,2026-05-21,88,22,37,6,16,0.7,145,145,良
许昌,2026-05-21,49,20,29,6,11,0.3,97,97,优
常州,2026-05-22,112,26,47,8,20,0.8,173,173,轻度污染
许昌,2026-05-22,53,27,42,5,14,0.4,103,103,良
常州,2026-05-23,139,62,83,9,21,0.9,202,202,轻度污染
许昌,2026-05-23,51,32,44,4,10,0.5,101,101,良
常州,2026-05-24,43,30,34,5,21,0.8,58,58,优
许昌,2026-05-24,47,31,47,4,6,0.5,90,90,优
常州,2026-05-25,70,33,42,5,20,0.7,123,123,良
许昌,2026-05-25,25,10,11,4,6,0.5,50,50,优
常州,2026-05-26,36,10,17,5,12,0.7,72,72,优
常州,2026-05-27,44,16,26,5,10,0.8,87,87,优
