city,month,AQI,PM2.5,PM10,SO2,NO2,CO,O3,O3_8h,quality_level
常州,2013-01,147,112,137,1.829,71,60,55,55,轻度污染
郑州,2013-01,265,219,308,107,71,5.013,0,0,重度污染
常州,2013-02,106,79,93,1.136,46,33,85,85,轻度污染
郑州,2013-02,195,151,216,67,45,3.314,0,0,中度污染
常州,2013-03,106,77,117,1.184,64,52,98,98,轻度污染
郑州,2013-03,119,83,150,51,46,2.432,0,0,轻度污染
常州,2013-04,98,69,111,1.03,54,47,127,127,良
郑州,2013-04,110,78,136,49,45,2.413,0,0,轻度污染
常州,2013-05,87,57,85,1.023,43,31,120,120,良
许昌,2013-05,70,0,89,19,37,0,0,0,良
郑州,2013-05,130,91,133,33,49,2.029,0,0,轻度污染
常州,2013-06,86,57,78,0.883,41,28,113,113,良
许昌,2013-06,86,0,119,16,37,0,0,0,良
郑州,2013-06,142,91,147,30,45,1.827,0,0,轻度污染
常州,2013-07,76,34,61,0.823,32,27,126,126,良
许昌,2013-07,61,0,74,7,30,0,0,0,良
郑州,2013-07,106,73,131,21,36,1.726,0,0,轻度污染
常州,2013-08,80,40,65,0.8,37,31,125,125,良
许昌,2013-08,60,0,71,16,22,0,0,0,良
郑州,2013-08,92,57,106,27,36,1.852,138,138,良
常州,2013-09,65,44,63,0.933,36,27,87,87,良
许昌,2013-09,80,0,107,20,43,0,0,0,良
郑州,2013-09,118,83,130,39,48,2.387,78,78,轻度污染
常州,2013-10,74,53,73,0.871,35,32,81,81,良
许昌,2013-10,112,0,170,49,59,0,0,0,轻度污染
郑州,2013-10,193,150,205,66,56,3.239,103,103,中度污染
常州,2013-11,126,92,138,1.307,48,49,49,49,轻度污染
许昌,2013-11,86,0,112,84,54,0,0,0,良
郑州,2013-11,113,78,142,84,59,2.703,54,54,轻度污染
中山,2013-12,114,86,114,63,42,1.423,66,66,轻度污染
合肥,2013-12,222,180,195,1.867,41,48,36,36,重度污染
常州,2013-12,194,155,201,1.9,64,70,40,40,中度污染
湖州,2013-12,195,157,200,80,1.603,55,38,38,中度污染
芜湖,2013-12,151,116,202,82,1.3,64,49,49,中度污染
许昌,2013-12,171,86,196,101,58,1.323,24,24,中度污染
郑州,2013-12,179,140,206,119,78,3.094,52,52,中度污染
中山,2014-01,95,70,101,54,35,1.277,99,99,良
合肥,2014-01,196,155,164,1.577,32,39,39,39,中度污染
常州,2014-01,144,110,154,1.548,51,48,58,58,轻度污染
湖州,2014-01,152,117,140,67,1.248,36,52,52,中度污染
芜湖,2014-01,165,128,177,48,1.139,44,46,46,中度污染
许昌,2014-01,183,142,173,87,60,2.635,50,50,中度污染
郑州,2014-01,163,121,190,91,65,2.787,33,33,中度污染
中山,2014-02,58,40,55,35,25,1.264,62,62,良
合肥,2014-02,112,85,88,1.018,18,23,41,41,轻度污染
常州,2014-02,93,68,91,1.168,33,31,69,69,良
湖州,2014-02,95,71,73,35,0.954,18,67,67,良
芜湖,2014-02,99,74,92,34,0.957,29,44,44,良
许昌,2014-02,161,123,69,43,43,3.121,56,56,中度污染
郑州,2014-02,146,111,140,52,43,1.996,42,42,轻度污染
中山,2014-03,63,44,65,38,23,1.455,59,59,良
合肥,2014-03,103,78,107,0.932,21,32,50,50,轻度污染
常州,2014-03,99,72,116,1.352,48,44,91,91,良
湖州,2014-03,92,68,98,56,0.935,29,105,105,良
芜湖,2014-03,84,60,110,18,1.152,22,35,35,良
许昌,2014-03,144,106,134,42,64,1.687,92,92,轻度污染
郑州,2014-03,120,88,159,53,55,1.952,67,67,轻度污染
中山,2014-04,62,35,48,31,14,1.29,93,93,良
合肥,2014-04,90,67,82,0.847,15,29,54,54,良
常州,2014-04,87,63,95,0.95,44,35,99,99,良
湖州,2014-04,83,57,79,48,0.863,24,110,110,良
芜湖,2014-04,82,57,107,14,1.007,18,57,57,良
许昌,2014-04,119,84,86,31,57,1.957,104,104,轻度污染
郑州,2014-04,112,79,140,40,56,2.133,72,72,轻度污染
中山,2014-05,35,19,27,18,8,0.9,57,57,优
合肥,2014-05,109,76,148,0.858,18,29,67,67,轻度污染
常州,2014-05,114,75,137,0.987,50,38,147,147,轻度污染
湖州,2014-05,97,66,108,47,0.916,28,130,130,良
芜湖,2014-05,121,87,159,19,1.103,24,57,57,轻度污染
许昌,2014-05,110,72,149,34,54,1.158,133,133,轻度污染
郑州,2014-05,105,72,138,37,46,1.539,78,78,轻度污染
中山,2014-06,54,23,36,15,8,0.763,92,92,良
合肥,2014-06,124,94,127,1.083,20,23,80,80,轻度污染
常州,2014-06,107,67,96,1.023,38,37,150,150,轻度污染
湖州,2014-06,95,52,73,39,0.91,17,147,147,良
芜湖,2014-06,114,86,124,48,1.037,19,72,72,轻度污染
许昌,2014-06,107,58,107,23,51,1.287,145,145,轻度污染
郑州,2014-06,106,78,111,20,38,1.507,105,105,轻度污染
中山,2014-07,54,21,32,16,11,0.765,94,94,良
合肥,2014-07,82,58,97,0.919,11,21,58,58,良
常州,2014-07,93,55,82,0.997,31,25,131,131,良
湖州,2014-07,88,46,67,34,0.932,11,136,136,良
芜湖,2014-07,85,62,88,36,0.823,23,60,60,良
许昌,2014-07,90,30,86,14,37,0.977,144,144,良
郑州,2014-07,90,53,106,16,41,1.106,127,127,良
中山,2014-08,39,14,24,13,13,0.871,73,73,优
合肥,2014-08,75,54,83,0.923,12,17,55,55,良
常州,2014-08,77,48,73,0.884,31,24,105,105,良
湖州,2014-08,66,40,60,35,0.961,12,105,105,良
芜湖,2014-08,66,45,77,16,0.858,21,39,39,良
许昌,2014-08,78,39,100,13,37,1.229,113,113,良
郑州,2014-08,86,58,99,19,40,1.161,86,86,良
中山,2014-09,70,29,43,21,17,1.073,116,116,良
合肥,2014-09,76,54,84,0.877,15,19,46,46,良
常州,2014-09,71,44,73,0.94,30,28,106,106,良
湖州,2014-09,73,39,58,34,0.87,15,121,121,良
芜湖,2014-09,62,42,68,11,1.017,21,34,34,良
许昌,2014-09,78,46,92,15,36,1.443,74,74,良
郑州,2014-09,85,57,98,20,43,1.45,66,66,良
中山,2014-10,87,52,77,33,21,1.323,132,132,良
合肥,2014-10,103,75,130,1.016,17,29,50,50,轻度污染
常州,2014-10,91,60,106,0.968,36,31,118,118,良
湖州,2014-10,88,53,82,51,0.906,17,125,125,良
芜湖,2014-10,73,53,70,17,1.184,31,48,48,良
许昌,2014-10,135,90,171,32,53,1.652,72,72,轻度污染
郑州,2014-10,149,111,171,37,55,1.948,58,58,轻度污染
中山,2014-11,67,47,72,33,23,1.093,58,58,良
合肥,2014-11,126,95,121,1.22,23,29,30,30,轻度污染
常州,2014-11,93,68,101,1.233,41,38,76,76,良
湖州,2014-11,97,72,93,62,1.187,23,66,66,良
芜湖,2014-11,67,49,56,15,1.6,34,38,38,良
许昌,2014-11,146,111,133,45,62,1.717,41,41,轻度污染
郑州,2014-11,171,131,191,50,65,2.17,42,42,中度污染
中山,2014-12,83,61,90,38,22,1.323,50,50,良
合肥,2014-12,94,68,100,1.01,28,33,28,28,良
宣城,2014-12,70,44,90,30,18,1.9,56,56,良
常州,2014-12,103,75,121,1.294,46,48,50,50,轻度污染
湖州,2014-12,104,77,108,70,1.084,38,42,42,轻度污染
芜湖,2014-12,92,68,93,29,1.339,36,26,26,良
许昌,2014-12,124,91,139,65,50,1.347,47,47,轻度污染
郑州,2014-12,141,95,201,75,63,1.903,41,41,轻度污染
中山,2015-01,72,52,80,41,18,1.51,63,63,良
合肥,2015-01,134,102,121,1.194,27,36,34,34,轻度污染
宣城,2015-01,108,79,105,29,33,2.255,68,68,轻度污染
常州,2015-01,143,109,151,1.442,52,41,56,56,轻度污染
湖州,2015-01,132,100,106,66,1.252,27,48,48,轻度污染
芜湖,2015-01,117,88,126,27,1.516,29,48,48,轻度污染
许昌,2015-01,160,123,150,62,71,1.823,43,43,中度污染
郑州,2015-01,203,159,237,77,76,2.123,37,37,重度污染
中山,2015-02,74,54,73,37,13,1.325,61,61,良
合肥,2015-02,111,84,105,1.05,26,25,45,45,轻度污染
宣城,2015-02,78,57,78,29,25,1.461,50,50,良
常州,2015-02,107,79,113,1.136,38,24,76,76,轻度污染
湖州,2015-02,96,70,80,37,1.021,11,75,75,良
芜湖,2015-02,78,57,84,14,1.264,19,45,45,良
许昌,2015-02,132,99,147,41,45,2.029,73,73,轻度污染
郑州,2015-02,174,133,197,58,54,1.707,54,54,中度污染
中山,2015-03,48,32,50,32,12,1.074,43,43,优
合肥,2015-03,88,63,88,0.99,21,24,51,51,良
宣城,2015-03,55,35,59,31,25,1.477,53,53,良
常州,2015-03,93,66,102,1.074,47,34,87,87,良
湖州,2015-03,79,56,64,41,1.006,14,88,88,良
芜湖,2015-03,62,43,63,16,1.165,22,40,40,良
许昌,2015-03,117,79,143,25,44,1.232,78,78,轻度污染
郑州,2015-03,154,108,196,42,60,1.552,69,69,中度污染
中山,2015-04,54,28,44,23,11,0.873,85,85,良
合肥,2015-04,85,58,101,0.91,23,27,62,62,良
宣城,2015-04,64,45,64,32,25,1.27,52,52,良
常州,2015-04,101,61,107,1.137,51,35,134,134,轻度污染
湖州,2015-04,91,54,81,50,1.01,20,134,134,良
芜湖,2015-04,65,46,68,12,1.22,21,32,32,良
许昌,2015-04,103,66,115,23,36,0.733,82,82,轻度污染
郑州,2015-04,131,87,175,31,54,1.407,106,106,轻度污染
中山,2015-05,33,15,24,16,9,0.897,60,60,优
合肥,2015-05,88,62,101,0.968,14,30,71,71,良
宣城,2015-05,95,69,101,37,22,1.145,79,79,良
常州,2015-05,94,46,97,1.058,48,33,126,126,良
湖州,2015-05,94,46,71,36,0.768,17,150,150,良
芜湖,2015-05,82,60,88,24,0.89,40,49,49,良
许昌,2015-05,122,83,123,23,37,0.994,131,131,轻度污染
郑州,2015-05,128,91,153,27,48,1.529,136,136,轻度污染
中山,2015-06,26,10,20,11,9,0.727,51,51,优
合肥,2015-06,69,45,74,0.94,11,29,88,88,良
宣城,2015-06,59,24,60,15,28,0.703,85,85,良
常州,2015-06,70,41,85,1.05,40,23,67,67,良
湖州,2015-06,84,43,71,34,0.787,10,128,128,良
芜湖,2015-06,56,34,64,14,0.89,35,29,29,良
许昌,2015-06,119,75,131,20,36,1.013,147,147,轻度污染
郑州,2015-06,117,76,146,18,45,1.213,153,153,轻度污染
中山,2015-07,49,19,32,18,6,0.852,87,87,优
合肥,2015-07,59,40,61,0.797,9,25,77,77,良
宣城,2015-07,54,24,59,15,27,0.51,83,83,良
常州,2015-07,67,38,69,0.871,36,20,84,84,良
湖州,2015-07,77,35,53,28,0.606,8,124,124,良
芜湖,2015-07,50,32,50,12,0.665,21,29,29,优
许昌,2015-07,97,64,96,14,33,1.074,136,136,良
郑州,2015-07,94,60,126,8,42,1.01,131,131,良
中山,2015-08,61,26,39,22,9,0.958,99,99,良
合肥,2015-08,63,39,74,0.842,9,28,96,96,良
宣城,2015-08,54,26,57,16,26,0.426,94,94,良
常州,2015-08,77,36,71,0.8,34,23,119,119,良
湖州,2015-08,94,38,56,28,0.716,12,148,148,良
芜湖,2015-08,62,38,57,22,0.706,43,63,63,良
许昌,2015-08,82,49,93,19,34,1.132,131,131,良
郑州,2015-08,94,60,112,8,46,1.103,132,132,良
中山,2015-09,68,31,44,22,10,0.923,109,109,良
合肥,2015-09,64,41,73,0.893,10,30,94,94,良
宣城,2015-09,54,25,54,19,31,0.443,99,99,良
常州,2015-09,78,31,68,0.713,33,24,127,127,良
湖州,2015-09,105,37,55,31,0.767,14,163,163,轻度污染
芜湖,2015-09,66,44,67,20,0.68,42,64,64,良
许昌,2015-09,90,59,110,29,43,1.307,110,110,良
郑州,2015-09,101,69,132,16,57,1.317,113,113,轻度污染
中山,2015-10,75,46,64,37,15,0.984,113,113,良
合肥,2015-10,97,70,115,1.174,14,44,85,85,良
宣城,2015-10,80,55,79,20,40,0.416,88,88,良
常州,2015-10,87,50,118,0.997,52,36,117,117,良
湖州,2015-10,89,50,82,40,0.829,21,133,133,良
芜湖,2015-10,101,73,110,25,0.842,54,68,68,轻度污染
许昌,2015-10,105,72,135,41,57,1.419,88,88,轻度污染
郑州,2015-10,109,69,149,35,65,1.271,79,79,轻度污染
中山,2015-11,62,42,59,40,11,1.143,76,76,良
合肥,2015-11,89,65,83,1.247,17,39,46,46,良
宣城,2015-11,76,51,75,18,45,0.923,74,74,良
常州,2015-11,78,53,94,1.207,47,26,57,57,良
湖州,2015-11,68,48,66,42,1.057,21,61,61,良
芜湖,2015-11,91,64,88,23,1.117,53,66,66,良
许昌,2015-11,99,72,107,28,50,1.767,38,38,良
郑州,2015-11,129,97,148,32,63,2.047,32,32,轻度污染
中山,2015-12,60,37,60,41,14,1.468,40,40,良
合肥,2015-12,147,113,145,1.432,19,46,36,36,轻度污染
宣城,2015-12,121,90,127,28,60,0.961,71,71,轻度污染
常州,2015-12,134,100,147,1.381,56,38,46,46,轻度污染
湖州,2015-12,115,86,117,51,1.2,30,53,53,轻度污染
芜湖,2015-12,142,108,151,24,1.3,61,58,58,轻度污染
许昌,2015-12,169,127,214,51,73,2.261,38,38,中度污染
郑州,2015-12,187,142,238,46,75,2.113,35,35,中度污染
中山,2016-01,55,33,53,41,13,1.223,38,38,良
合肥,2016-01,119,88,108,1.168,20,42,48,48,轻度污染
宣城,2016-01,105,71,98,25,56,0.7,88,88,轻度污染
常州,2016-01,112,82,121,1.248,46,35,55,55,轻度污染
湖州,2016-01,101,73,93,46,1.116,23,59,59,轻度污染
芜湖,2016-01,121,90,125,25,1.232,52,66,66,轻度污染
许昌,2016-01,162,121,212,46,70,2.474,38,38,中度污染
郑州,2016-01,187,152,229,48,72,2.31,34,34,中度污染
中山,2016-02,51,28,49,34,10,1.041,54,54,良
合肥,2016-02,108,80,107,1.062,21,37,82,82,轻度污染
宣城,2016-02,79,54,86,19,35,0.593,81,81,良
常州,2016-02,102,74,116,1.186,41,27,79,79,轻度污染
湖州,2016-02,87,62,91,34,0.931,20,100,100,良
芜湖,2016-02,80,54,79,28,1.269,43,87,87,良
许昌,2016-02,118,80,157,39,46,1.824,71,71,轻度污染
郑州,2016-02,119,83,149,48,52,1.676,74,74,轻度污染
中山,2016-03,68,36,57,51,12,1.032,61,61,良
合肥,2016-03,117,87,120,1.1,22,44,98,98,轻度污染
宣城,2016-03,97,71,96,21,49,0.755,69,69,良
常州,2016-03,106,77,130,1.11,56,32,87,87,轻度污染
湖州,2016-03,98,68,101,47,0.952,25,111,111,良
芜湖,2016-03,86,58,85,31,1.435,53,90,90,良
许昌,2016-03,116,76,165,40,55,1.616,109,109,轻度污染
郑州,2016-03,133,81,202,41,67,1.574,99,99,轻度污染
中山,2016-04,49,30,40,25,8,1.097,65,65,优
合肥,2016-04,78,50,91,0.987,15,49,111,111,良
宣城,2016-04,71,46,60,16,38,0.683,85,85,良
常州,2016-04,89,50,103,1.017,47,24,121,121,良
湖州,2016-04,88,48,72,38,0.857,23,135,135,良
芜湖,2016-04,63,41,67,15,1.227,37,71,71,良
许昌,2016-04,103,63,145,30,47,1.71,121,121,轻度污染
郑州,2016-04,111,66,178,32,60,1.41,123,123,轻度污染
中山,2016-05,53,24,35,20,8,0.858,91,91,良
合肥,2016-05,83,48,94,0.845,12,38,121,121,良
宣城,2016-05,65,44,65,17,34,0.632,79,79,良
常州,2016-05,91,45,95,0.968,39,20,128,128,良
湖州,2016-05,92,40,71,36,0.852,18,139,139,良
芜湖,2016-05,80,58,87,18,0.977,40,86,86,良
许昌,2016-05,93,43,103,21,35,1.219,136,136,良
郑州,2016-05,98,44,119,25,44,1.013,149,149,良
中山,2016-06,34,12,23,16,7,0.687,65,65,优
合肥,2016-06,73,42,64,0.877,10,38,114,114,良
宣城,2016-06,61,41,52,19,30,0.63,78,78,良
常州,2016-06,79,38,66,0.85,34,14,123,123,良
湖州,2016-06,87,31,47,27,0.743,12,138,138,良
芜湖,2016-06,64,40,61,19,0.717,36,71,71,良
许昌,2016-06,99,38,76,18,37,1.253,156,156,良
郑州,2016-06,112,44,104,18,46,1.233,173,173,轻度污染
中山,2016-07,52,16,29,19,8,0.748,89,89,良
合肥,2016-07,67,36,63,0.742,11,31,106,106,良
宣城,2016-07,49,32,44,21,27,0.497,80,80,优
常州,2016-07,80,35,60,0.739,30,12,122,122,良
湖州,2016-07,93,31,50,26,0.719,11,147,147,良
芜湖,2016-07,53,31,43,23,0.726,37,65,65,良
许昌,2016-07,66,30,54,11,27,1.077,113,113,良
郑州,2016-07,87,41,73,10,32,1.152,132,132,良
中山,2016-08,80,26,39,26,8,0.897,127,127,良
合肥,2016-08,84,37,76,0.813,12,39,133,133,良
宣城,2016-08,60,28,44,22,25,0.565,104,104,良
常州,2016-08,86,29,54,0.645,29,17,139,139,良
湖州,2016-08,105,24,41,22,0.623,14,163,163,轻度污染
芜湖,2016-08,52,25,39,21,0.745,25,90,90,良
许昌,2016-08,70,38,65,12,29,1.268,117,117,良
郑州,2016-08,81,39,66,12,33,1.213,132,132,良
中山,2016-09,80,29,43,31,12,0.86,122,122,良
合肥,2016-09,84,45,90,0.837,14,51,131,131,良
宣城,2016-09,61,42,55,25,30,0.67,85,85,良
常州,2016-09,82,40,70,0.757,36,18,126,126,良
湖州,2016-09,91,31,46,26,0.617,14,143,143,良
芜湖,2016-09,72,36,58,17,0.83,32,123,123,良
许昌,2016-09,91,54,104,26,52,1.55,134,134,良
郑州,2016-09,108,60,113,25,57,1.39,150,150,轻度污染
中山,2016-10,60,30,44,31,15,0.858,96,96,良
合肥,2016-10,59,34,53,0.842,11,42,54,54,良
宣城,2016-10,61,41,61,19,37,0.752,63,63,良
常州,2016-10,53,30,51,0.755,36,15,66,66,良
湖州,2016-10,55,26,44,34,0.739,11,78,78,良
芜湖,2016-10,70,46,67,15,0.858,42,97,97,良
许昌,2016-10,66,38,63,21,47,1.377,60,60,良
郑州,2016-10,80,46,87,21,57,1.223,63,63,良
中山,2016-11,64,37,54,41,15,0.917,79,79,良
合肥,2016-11,82,55,85,1.12,16,55,55,55,良
宣城,2016-11,84,60,79,24,50,0.847,64,64,良
常州,2016-11,80,56,93,0.983,53,21,57,57,良
湖州,2016-11,76,50,77,49,0.87,18,62,62,良
芜湖,2016-11,98,71,109,21,1.33,59,82,82,良
许昌,2016-11,119,88,136,31,55,1.72,42,42,轻度污染
郑州,2016-11,144,107,173,32,71,1.713,37,37,轻度污染
中山,2016-12,87,57,82,68,19,1.081,93,93,良
合肥,2016-12,118,86,115,1.258,17,74,51,51,轻度污染
宣城,2016-12,109,82,106,22,51,1.029,64,64,轻度污染
常州,2016-12,109,80,117,1.171,57,25,56,56,轻度污染
湖州,2016-12,94,69,98,53,1.019,22,64,64,良
芜湖,2016-12,120,86,116,23,1.435,79,64,64,轻度污染
许昌,2016-12,184,148,187,44,64,1.987,50,50,中度污染
郑州,2016-12,196,161,212,37,74,1.994,41,41,中度污染
中山,2017-01,80,52,66,49,12,1.145,89,89,良
合肥,2017-01,119,87,94,1.287,16,61,60,60,轻度污染
宣城,2017-01,108,81,98,20,34,1.168,48,48,轻度污染
常州,2017-01,90,66,95,1.113,43,19,57,57,良
湖州,2017-01,84,60,72,38,1.065,15,68,68,良
芜湖,2017-01,84,52,91,18,1.474,61,56,56,良
许昌,2017-01,120,91,126,36,56,1.81,37,37,轻度污染
郑州,2017-01,139,108,154,34,66,1.839,29,29,轻度污染
中山,2017-02,69,43,52,40,11,0.861,100,100,良
合肥,2017-02,114,86,91,1.168,17,65,87,87,轻度污染
宣城,2017-02,98,74,92,20,32,1.118,80,80,良
常州,2017-02,99,73,100,1.039,47,19,84,84,良
湖州,2017-02,87,64,75,40,0.954,17,96,96,良
芜湖,2017-02,90,62,96,18,1.136,56,68,68,良
许昌,2017-02,114,85,120,37,52,1.314,61,61,轻度污染
郑州,2017-02,122,92,133,38,60,1.35,59,59,轻度污染
中山,2017-03,66,39,57,48,11,0.932,68,68,良
合肥,2017-03,90,63,84,0.968,14,63,91,91,良
宣城,2017-03,91,68,81,21,37,0.929,84,84,良
常州,2017-03,78,55,94,0.842,49,18,95,95,良
湖州,2017-03,78,52,72,44,0.79,16,108,108,良
芜湖,2017-03,83,54,103,16,0.819,55,81,81,良
许昌,2017-03,86,60,89,36,55,0.89,81,81,良
郑州,2017-03,91,62,106,27,62,0.939,79,79,良
中山,2017-04,69,28,44,32,8,0.847,94,94,良
合肥,2017-04,92,52,89,0.923,12,51,119,119,良
宣城,2017-04,91,56,89,21,34,0.927,122,122,良
常州,2017-04,93,49,92,0.943,46,21,135,135,良
湖州,2017-04,104,47,77,50,0.92,19,153,153,轻度污染
芜湖,2017-04,88,46,111,21,1.107,54,118,118,良
许昌,2017-04,75,43,82,32,45,1.01,119,119,良
郑州,2017-04,70,42,96,26,57,0.993,118,118,良
中山,2017-05,90,31,46,29,10,0.842,138,138,良
合肥,2017-05,109,43,74,0.794,11,48,156,156,轻度污染
宣城,2017-05,90,47,72,19,25,0.761,127,127,良
常州,2017-05,107,43,81,0.861,40,20,157,157,轻度污染
湖州,2017-05,116,37,65,39,0.787,17,175,175,轻度污染
芜湖,2017-05,115,39,85,16,1.065,42,169,169,轻度污染
许昌,2017-05,75,25,65,26,39,1.055,168,168,良
郑州,2017-05,67,25,59,22,46,0.887,175,175,良
中山,2017-06,32,11,21,13,6,0.703,62,62,优
合肥,2017-06,103,43,65,0.777,10,37,160,160,轻度污染
宣城,2017-06,69,38,68,18,22,0.727,111,111,良
常州,2017-06,107,40,60,0.827,36,17,160,160,轻度污染
湖州,2017-06,90,31,47,30,0.833,12,142,142,良
芜湖,2017-06,99,35,60,12,1.06,33,153,153,良
许昌,2017-06,111,39,71,15,37,1.02,183,183,轻度污染
郑州,2017-06,112,43,94,14,47,0.983,188,188,轻度污染
中山,2017-07,53,15,26,23,7,0.726,80,80,良
合肥,2017-07,76,33,58,0.684,9,30,128,128,良
宣城,2017-07,51,22,40,16,22,0.568,90,90,良
常州,2017-07,82,29,48,0.674,31,15,131,131,良
湖州,2017-07,96,25,44,28,0.735,9,152,152,良
芜湖,2017-07,92,30,56,13,0.965,35,140,140,良
许昌,2017-07,76,32,51,6,23,0.861,127,127,良
郑州,2017-07,105,40,82,7,33,0.942,163,163,轻度污染
中山,2017-08,57,17,29,18,7,0.748,97,97,良
合肥,2017-08,63,27,48,0.787,9,33,109,109,良
宣城,2017-08,50,21,37,15,20,0.639,93,93,良
常州,2017-08,77,28,43,0.777,29,15,128,128,良
湖州,2017-08,81,23,38,23,0.826,9,135,135,良
芜湖,2017-08,69,27,47,12,0.994,34,116,116,良
许昌,2017-08,86,36,60,9,25,0.881,139,139,良
郑州,2017-08,99,42,82,8,39,1.068,150,150,良
中山,2017-09,85,26,40,24,10,0.843,133,133,良
合肥,2017-09,67,36,57,1.007,10,44,99,99,良
宣城,2017-09,59,30,50,18,31,0.817,101,101,良
常州,2017-09,75,33,50,0.817,41,15,111,111,良
湖州,2017-09,82,27,44,27,0.923,10,127,127,良
芜湖,2017-09,69,34,56,8,1.053,39,104,104,良
许昌,2017-09,77,43,75,15,38,0.927,118,118,良
郑州,2017-09,83,44,96,16,56,1.06,123,123,良
中山,2017-10,95,34,52,36,13,0.9,147,147,良
合肥,2017-10,70,41,65,0.932,12,51,90,90,良
宣城,2017-10,63,35,65,22,35,0.839,101,101,良
常州,2017-10,61,32,56,0.752,41,15,98,98,良
湖州,2017-10,64,27,49,31,0.9,12,109,109,良
芜湖,2017-10,69,40,67,12,0.987,49,90,90,良
许昌,2017-10,68,44,78,17,46,1.145,70,70,良
郑州,2017-10,75,48,92,16,56,1.158,60,60,良
中山,2017-11,79,46,67,56,12,1.103,86,86,良
合肥,2017-11,100,67,107,1.04,14,73,72,72,良
宣城,2017-11,79,54,98,22,43,0.82,86,86,良
常州,2017-11,84,54,96,1.06,62,19,70,70,良
湖州,2017-11,70,42,77,48,0.947,16,75,75,良
芜湖,2017-11,93,65,97,17,1.117,62,67,67,良
许昌,2017-11,76,52,87,30,59,1.273,67,67,良
郑州,2017-11,77,51,101,22,65,1.02,57,57,良
中山,2017-12,87,59,81,65,16,1.045,60,60,良
合肥,2017-12,131,94,120,1.294,14,68,32,32,轻度污染
宣城,2017-12,104,75,124,21,51,1.042,40,40,轻度污染
常州,2017-12,114,84,124,1.39,72,22,54,54,轻度污染
湖州,2017-12,104,71,107,60,1.284,23,30,30,轻度污染
芜湖,2017-12,132,98,112,19,1.161,68,25,25,轻度污染
许昌,2017-12,108,77,126,27,56,1.516,59,59,轻度污染
郑州,2017-12,121,87,127,24,64,1.31,48,48,轻度污染
中山,2018-01,75,48,62,55,11,0.913,62,62,良
合肥,2018-01,119,88,85,1.081,9,49,55,55,轻度污染
宣城,2018-01,108,79,92,17,50,0.935,61,61,轻度污染
常州,2018-01,115,86,109,1.294,55,17,52,52,轻度污染
湖州,2018-01,94,68,87,44,1.035,15,48,48,良
